Date,Site,PlotType,ID,Forest_status,Grazing_status,Grid_X,Grid_Y,Time,Species,How_recorded,Distance,Year ,Weather_1,Weather_2
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,06:25,Anthus pratensis,Seen,10,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:48"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,06:38,Anthus pratensis,Singing (display),50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:49"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,06:27,Anthus pratensis,Seen,45,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:50"
24/05/2019,12,2,39,Unforested,Grazed,228729,816289,06:30,Anthus pratensis,Seen,50,2009,"Sun & cloud, breeze/light wind","Still, high cloud, bright"
24/05/2019,12,2,39,Unforested,Grazed,228729,816289,06:29,Anthus pratensis,Seen,25,2009,"Sun & cloud, breeze/light wind","Still, high cloud, bright"
24/05/2019,12,2,39,Unforested,Grazed,228729,816289,07:58,Anthus pratensis,Seen,25,2009,"Sun & cloud, breeze/light wind","Still, high cloud, bright"
10/06/2019,12,2,39,Unforested,Grazed,228729,816289,07:58,Anthus pratensis,Calling,40,2009,"Sun & cloud, breeze/light wind","Still, high cloud, bright"
10/06/2019,12,2,39,Unforested,Grazed,228729,816289,08:06,Anthus pratensis,Calling,50,2009,"Sun & cloud, breeze/light wind","Still, high cloud, bright"
24/05/2019,12,3,40,Unforested,Ungrazed,228576,816305,08:11,Anthus pratensis,Seen,30,2009,"Sun & cloud, breeze/light wind","Sun, still"
24/05/2019,12,3,40,Unforested,Ungrazed,228576,816305,08:03,Anthus pratensis,Seen,30,2009,"Sun & cloud, breeze/light wind","Sun, still"
24/05/2019,12,3,40,Unforested,Ungrazed,228576,816305,08:12,Anthus pratensis,Seen,35,2009,"Sun & cloud, breeze/light wind","Sun, still"
24/05/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:02,Anthus trivialis,Seen,5,2009,"Sun & cloud, breeze/light wind","Sun, still"
24/05/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:04,Turdus philomelos,Singing,30,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:05,Fringilla coelebs,Calling,20,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:08,Carduelis spinus,Calling,30,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:09,Fringilla coelebs,Calling,20,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:11,Anthus trivialis,Singing,30,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:17,Carduelis cabaret,Singing,10,2009,"Sun & cloud, breeze/light wind","Sun, still"
10/06/2019,12,3,40,Unforested,Ungrazed,228576,816305,11:17,Carduelis cabaret,Singing,10,2009,"Sun & cloud, breeze/light wind","Sun, still"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,09:57,Carduelis cabaret,Seen,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:17,Carduelis cabaret,Singing,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:02,Troglodytes troglodytes,Singing,50,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:14,Anthus trivialis,Seen,50,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:14,Anthus trivialis,Seen,50,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,07:23,Fringilla coelebs,Singing,25,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,07:23,Fringilla coelebs,Singing,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,07:23,Anthus trivialis,Singing,30,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,07:24,Regulus regulus,Singing,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,07:26,Phylloscopus trochilus,Singing,50,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:47,Regulus regulus,Singing,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,4,41,Mature,Grazed,223964,826294,11:47,Phylloscopus trochilus,Singing,30,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
05/06/2019,13,4,41,Mature,Grazed,223964,826294,11:53,Fringilla coelebs,Calling,50,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
05/06/2019,13,4,41,Mature,Grazed,223964,826294,12:01,Fringilla coelebs,Singing,20,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
05/06/2019,13,4,41,Mature,Grazed,223964,826294,08:03,Anthus trivialis,Calling,25,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
05/06/2019,13,4,41,Mature,Grazed,223964,826294,08:03,Anthus trivialis,Singing,25,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
05/06/2019,13,4,41,Mature,Grazed,223964,826294,08:03,Troglodytes troglodytes,SInging,10,2009,"Light breeze, overcast, low cloud","Medium-light rain, light breeze, overcast"
30/05/2019,13,5,42,Mature,Ungrazed,223807,826318,09:58,Carduelis cabaret,Singing,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
30/05/2019,13,5,42,Mature,Ungrazed,223807,826318,08:04,Fringilla coelebs,Singing,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
30/05/2019,13,5,42,Mature,Ungrazed,223807,826318,08:06,Anthus trivialis,Seen,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
30/05/2019,13,5,42,Mature,Ungrazed,223807,826318,08:06,Anthus trivialis,Seen,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:07,Carduelis spinus,Seen,10,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:07,Carduelis spinus,Seen,10,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:17,Regulus regulus,Seen,40,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:03,Troglodytes troglodytes,Singing,50,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:03,Phylloscopus trochilus,Singing,50,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:07,Carduelis cabaret,Seen,35,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:08,Anthus trivialis,Seen,50,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:09,Parus major,Calling,40,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,08:12,Turdus viscivorus,Seen,50,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,11:47,Phylloscopus trochilus,Singing,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,11:51,Phylloscopus trochilus,Singing,0,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,11:52,Fringilla coelebs,Calling,10,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,11:53,Phylloscopus trochilus,Seen,25,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,11:55,Fringilla coelebs,Seen,50,1990,"Light breeze, mist","Light rain, light breeze, overcast"
05/06/2019,13,5,42,Mature,Ungrazed,223807,826318,12:01,Carduelis spinus,Seen,10,1990,"Light breeze, mist","Light rain, light breeze, overcast"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,10:01,Cuculus canorus,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,12:01,Carduelis spinus,Seen,10,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,11:47,Carduelis cabaret,Seen,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,11:48,Troglodytes troglodytes,Seen,47,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,11:52,Regulus regulus,Singing,45,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,06:49,Phylloscopus trochilus,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,06:55,Phylloscopus trochilus,Singing,5,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,06:55,Falco columbarius,Calling,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,06:47,Regulus regulus,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,4,43,Mature,Grazed,217396,822248,11:12,Phylloscopus trochilus,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
13/06/2019,14,4,43,Mature,Grazed,217396,822248,11:14,Anthus trivialis,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
13/06/2019,14,4,43,Mature,Grazed,217396,822248,11:14,Carduelis cabaret,Singing,30,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
13/06/2019,14,4,43,Mature,Grazed,217396,822248,11:17,Fringilla coelebs,Singing,50,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
13/06/2019,14,4,43,Mature,Grazed,217396,822248,11:17,Fringilla coelebs,Singing,30,1990,"Light drizzle, cloyd, strong-medium wind","Still, patchy cloud"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,10:03,Phylloscopus trochilus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,11:18,Regulus regulus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,11:19,Troglodytes troglodytes,Singing,40,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:21,Troglodytes troglodytes,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:21,Phylloscopus trochilus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:21,Fringilla coelebs,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
03/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:22,Lophophanes cristatus,Calling,30,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:28,Regulus regulus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:31,Phylloscopus trochilus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:33,Anthus trivialis,Seen,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:26,Phylloscopus trochilus,SInging,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,07:26,Regulus regulus,Singing,50,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,08:17,Troglodytes troglodytes,Singing,25,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,08:23,Phylloscopus trochilus,Singing,25,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,08:26,Phylloscopus trochilus,Seen,26,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
13/06/2019,14,5,44,Mature,Ungrazed,217387,822123,08:29,Phylloscopus trochilus,Seen,40,1993,"Medium wind, sun, cloud","Light drizzle, light mist, still"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,10:03,Phylloscopus trochilus,Singing,50,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,08:29,Phylloscopus trochilus,Seen,40,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,08:21,Phylloscopus trochilus,Seen,20,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,08:21,Anthus pratensis,Seen,20,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,09:04,Anthus pratensis,Calling,50,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,09:04,Troglodytes troglodytes,Singing,25,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
31/05/2019,15,1,45,Reforestation,Ungrazed,220706,825145,09:11,Phylloscopus trochilus,Singing,25,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,1,45,Reforestation,Ungrazed,220706,825145,09:13,Phylloscopus trochilus,Seen,25,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,1,45,Reforestation,Ungrazed,220706,825145,09:02,Phylloscopus trochilus,Singing,50,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,1,45,Reforestation,Ungrazed,220706,825145,07:59,Anthus pratensis,Calling,25,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,1,45,Reforestation,Ungrazed,220706,825145,07:27,Regulus regulus,Singing,40,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,1,45,Reforestation,Ungrazed,220706,825145,07:28,Troglodytes troglodytes,Seen,50,1991,"Mist, low cloud, still","Light-mid wind, sun & cloud"
11/06/2019,15,3,47,Unforested,Ungrazed,220378,825377,10:04,Phylloscopus trochilus,Seen,30,1991,"Still, mist, light rain","Light wind, overcast, low cloud"
31/05/2019,15,4,48,Mature,Grazed,220691,824806,10:03,Troglodytes troglodytes,Seen,40,1991,"Mist, still","Light-mid wind, sun & cloud"
31/05/2019,15,4,48,Mature,Grazed,220691,824806,07:28,Fringilla coelebs,Singing,40,1991,"Mist, still","Light-mid wind, sun & cloud"
31/05/2019,15,4,48,Mature,Grazed,220691,824806,10:16,Troglodytes troglodytes,Singing,50,1991,"Mist, still","Light-mid wind, sun & cloud"
11/06/2019,15,4,48,Mature,Grazed,220691,824806,10:18,Carduelis spinus,Calling,50,1991,"Mist, still","Light-mid wind, sun & cloud"
11/06/2019,15,4,48,Mature,Grazed,220691,824806,10:28,Regulus regulus,Calling,25,1991,"Mist, still","Light-mid wind, sun & cloud"
11/06/2019,15,4,48,Mature,Grazed,220691,824806,07:20,Phylloscopus trochilus,Singing,50,1991,"Mist, still","Light-mid wind, sun & cloud"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,10:06,Fringilla coelebs,Singing,50,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:21,Troglodytes troglodytes,Singing,40,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:24,Carduelis spinus,Calling,50,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:25,Phylloscopus trochilus,Singing,25,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:26,Regulus regulus,Singing,40,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:29,Carduelis spinus,Seen,40,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:31,Carduelis spinus,Calling,40,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:32,Troglodytes troglodytes,Singing,30,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:34,Anthus trivialis,Seen,10,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:34,Regulus regulus,Calling,30,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:20,Anthus trivialis,Calling,50,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:22,Parus major,Calling,50,1991,NA,"Light drizzle/mist, overcast, light breeze"
11/06/2019,15,5,49,Mature,Ungrazed,220568,825078,07:27,Regulus regulus,Singing,50,1991,NA,"Light drizzle/mist, overcast, light breeze"
